1,4522,0.198763
2,9044,0.196823
3,13566,0.195936
4,18088,0.195642
5,22610,0.195380
6,27132,0.195133
7,31654,0.194968
8,36176,0.194697
9,40698,0.194559
10,45220,0.194310
11,49742,0.194151
12,54264,0.193924
13,58786,0.193687
14,63308,0.193523
15,67830,0.193222
16,72352,0.193080
17,76874,0.192775
18,81396,0.192610
19,85918,0.192374
20,90440,0.192168
21,94962,0.191965
22,99484,0.191708
23,104006,0.191579
24,108528,0.191293
25,113050,0.191137
26,117572,0.190946
27,122094,0.190797
28,126616,0.190636
29,131138,0.190435
30,135660,0.190299
31,140182,0.190091
32,144704,0.189968
33,149226,0.189743
34,153748,0.189619
35,158270,0.189431
36,162792,0.189276
37,167314,0.189164
38,171836,0.188951
39,176358,0.188842
40,180880,0.188637
41,185402,0.188523
42,189924,0.188351
43,194446,0.188208
44,198968,0.188066
45,203490,0.187850
46,208012,0.187755
47,212534,0.187509
48,217056,0.187416
49,221578,0.187219
50,226100,0.187081
51,230622,0.186909
52,235144,0.186730
53,239666,0.186581
54,244188,0.186366
55,248710,0.186247
56,253232,0.186032
57,257754,0.185911
58,262276,0.185710
59,266798,0.185543
60,271320,0.185371
61,275842,0.185122
62,280364,0.185001
63,284886,0.184755
64,289408,0.184614
65,293930,0.184376
66,298452,0.184201
67,302974,0.184013
68,307496,0.183800
69,312018,0.183673
70,316540,0.183379
71,321062,0.183251
72,325584,0.183030
73,330106,0.182837
74,334628,0.182622
75,339150,0.182442
76,343672,0.182280
77,348194,0.182022
78,352716,0.181852
79,357238,0.181598
80,361760,0.181412
81,366282,0.181170
82,370804,0.180988
83,375326,0.180792
84,379848,0.180582
85,384370,0.180423
86,388892,0.180147
87,393414,0.179994
88,397936,0.179729
89,402458,0.179529
90,406980,0.179324
91,411502,0.179078
92,416024,0.178906
93,420546,0.178624
94,425068,0.178502
95,429590,0.178270
96,434112,0.178078
97,438634,0.177882
98,443156,0.177671
99,447678,0.177498
100,452200,0.177254
