1,10782,0.007996645492959876
2,21564,0.007921751654229918
3,32346,0.007911818829300983
4,43128,0.007898181804012354
5,53910,0.007979005348525404
6,64692,0.00793721958472454
7,75474,0.007942933028802605
8,86256,0.007966152747339451
9,97038,0.007914918204491356
10,107820,0.007901821125860537
11,118602,0.007865683197908821
12,129384,0.007943585351941493
13,140166,0.007960105579166063
14,150948,0.007955123577284206
15,161730,0.09539268662946783
16,172512,0.011926854061430271
17,183294,0.007914114962524572
18,194076,0.007901803303065625
19,204858,0.007996699845850568
20,215640,0.007966051228168921
21,226422,0.007946619914958306
22,237204,0.00797214231206278
23,247986,0.1199368179187198
24,258768,0.0078801493369633
25,269550,0.0078902878316385
26,280332,0.007978477475373827
27,291114,0.007947886328466349
28,301896,0.007947798740264547
29,312678,0.00792295756753091
30,323460,0.007965949664773094
