1,1379,0.000441
2,2758,0.000429
3,4137,0.000449
4,5516,0.000439
5,6895,0.000435
6,8274,0.000429
7,9653,0.000442
8,11032,0.000430
9,12411,0.000466
10,13790,0.000456
11,15169,0.000444
12,16548,0.000435
13,17927,0.000427
14,19306,0.000505
15,20685,0.000442
16,22064,0.000440
17,23443,0.000443
18,24822,0.000444
19,26201,0.000445
20,27580,0.000428
21,28959,0.000428
22,30338,0.000456
23,31717,0.000437
24,33096,0.000433
25,34475,0.000437
26,35854,0.000432
27,37233,0.000445
28,38612,0.000447
29,39991,0.000459
30,41370,0.000427
31,42749,0.000458
32,44128,0.000457
33,45507,0.000452
34,46886,0.000427
35,48265,0.000454
36,49644,0.000463
37,51023,0.000443
38,52402,0.000430
39,53781,0.000423
40,55160,0.000437
41,56539,0.000445
42,57918,0.000427
43,59297,0.000439
44,60676,0.000452
45,62055,0.000440
46,63434,0.000408
47,64813,0.000448
48,66192,0.000451
49,67571,0.000435
50,68950,0.000425
