1,934,0.000530
2,1868,0.000495
3,2802,0.000515
4,3736,0.000485
5,4670,0.000458
6,5604,0.000519
7,6538,0.000531
8,7472,0.000503
9,8406,0.000496
10,9340,0.000505
11,10274,0.000524
12,11208,0.000504
13,12142,0.000537
14,13076,0.000490
15,14010,0.000509
16,14944,0.000478
17,15878,0.000524
18,16812,0.000536
19,17746,0.000613
20,18680,0.000514
21,19614,0.000531
22,20548,0.000494
23,21482,0.000514
24,22416,0.000508
25,23350,0.000494
26,24284,0.000529
27,25218,0.000451
28,26152,0.000434
29,27086,0.000465
30,28020,0.000465
31,28954,0.000421
32,29888,0.000421
33,30822,0.000437
34,31756,0.000447
35,32690,0.000428
36,33624,0.000455
37,34558,0.000432
38,35492,0.000452
39,36426,0.000432
40,37360,0.000435
41,38294,0.000455
42,39228,0.000412
43,40162,0.000495
44,41096,0.000420
45,42030,0.000442
46,42964,0.000467
47,43898,0.000432
48,44832,0.000431
49,45766,0.000420
50,46700,0.000426
