1,934,1.025128
2,1868,1.013948
3,2802,1.004317
4,3736,0.989508
5,4670,0.960519
6,5604,0.917681
7,6538,0.891661
8,7472,0.877762
9,8406,0.875233
10,9340,0.871081
11,10274,0.862127
12,11208,0.854421
13,12142,0.846583
14,13076,0.841954
15,14010,0.836146
16,14944,0.830385
17,15878,0.823834
18,16812,0.827805
19,17746,0.822854
20,18680,0.818365
21,19614,0.814800
22,20548,0.811093
23,21482,0.807495
24,22416,0.804312
25,23350,0.801336
26,24284,0.799468
27,25218,0.801697
28,26152,0.797748
29,27086,0.793482
30,28020,0.790285
31,28954,0.788444
32,29888,0.785493
33,30822,0.782774
34,31756,0.778441
35,32690,0.785645
36,33624,0.783667
37,34558,0.781271
38,35492,0.778065
39,36426,0.774698
40,37360,0.772674
41,38294,0.770509
42,39228,0.768231
43,40162,0.766330
44,41096,0.771638
45,42030,0.768721
46,42964,0.765435
47,43898,0.763458
48,44832,0.761274
49,45766,0.759143
50,46700,0.757565
