1,277,284.560673
2,554,284.412845
3,831,284.315230
4,1108,284.268058
5,1385,284.232865
6,1662,284.257660
7,1939,284.263446
8,2216,284.165842
9,2493,284.247997
10,2770,284.269059
11,3047,284.299624
12,3324,284.240101
13,3601,284.274175
14,3878,284.282522
15,4155,284.247142
16,4432,284.298895
17,4709,284.265526
18,4986,284.264578
19,5263,284.245416
20,5540,284.216662
21,5817,284.256934
22,6094,284.188615
23,6371,284.232481
24,6648,284.244126
25,6925,284.243125
26,7202,284.206052
27,7479,284.201210
28,7756,284.206869
29,8033,284.155327
30,8310,284.009052
31,8587,284.040426
32,8864,284.057426
33,9141,284.045198
34,9418,284.070311
35,9695,284.077658
36,9972,284.038949
37,10249,284.077460
38,10526,284.087143
39,10803,284.116855
40,11080,283.971408
41,11357,284.039056
42,11634,284.060381
43,11911,284.116553
44,12188,284.080382
45,12465,284.063203
46,12742,284.119647
47,13019,284.072808
48,13296,284.110222
49,13573,284.080988
50,13850,284.131983
