1,277,0.000522
2,554,0.000410
3,831,0.000417
4,1108,0.000442
5,1385,0.000489
6,1662,0.000414
7,1939,0.000461
8,2216,0.000475
9,2493,0.000475
10,2770,0.000518
11,3047,0.000392
12,3324,0.000460
13,3601,0.000486
14,3878,0.000456
15,4155,0.000396
16,4432,0.000497
17,4709,0.000529
18,4986,0.000468
19,5263,0.000467
20,5540,0.000550
21,5817,0.000518
22,6094,0.000507
23,6371,0.000471
24,6648,0.000450
25,6925,0.000536
26,7202,0.000443
27,7479,0.000410
28,7756,0.000479
29,8033,0.000533
30,8310,0.000399
31,8587,0.000482
32,8864,0.000493
33,9141,0.000468
34,9418,0.000439
35,9695,0.000482
36,9972,0.000471
37,10249,0.000526
38,10526,0.000507
39,10803,0.000439
40,11080,0.000529
41,11357,0.000478
42,11634,0.000461
43,11911,0.000385
44,12188,0.000432
45,12465,0.000432
46,12742,0.000500
47,13019,0.000403
48,13296,0.000449
49,13573,0.000514
50,13850,0.000507
