1,277,3.071258
2,554,2.999397
3,831,2.888519
4,1108,2.667053
5,1385,2.341555
6,1662,1.920547
7,1939,1.629012
8,2216,1.500375
9,2493,1.445948
10,2770,1.389425
11,3047,1.362330
12,3324,1.349660
13,3601,1.335679
14,3878,1.323457
15,4155,1.313235
16,4432,1.302211
17,4709,1.292598
18,4986,1.283441
19,5263,1.275727
20,5540,1.267673
21,5817,1.259708
22,6094,1.251644
23,6371,1.244057
24,6648,1.238876
25,6925,1.232696
26,7202,1.224477
27,7479,1.222102
28,7756,1.215364
29,8033,1.405138
30,8310,2.442813
31,8587,2.181187
32,8864,2.039494
33,9141,1.922562
34,9418,1.815644
35,9695,1.717333
36,9972,1.642516
37,10249,1.608340
38,10526,1.578529
39,10803,1.568405
40,11080,1.555710
41,11357,1.544101
42,11634,1.531712
43,11911,1.519919
44,12188,1.509868
45,12465,1.497270
46,12742,1.485125
47,13019,1.474962
48,13296,1.461682
49,13573,1.454341
50,13850,1.450080
