1,940,0.012045
2,1880,0.012528
3,2820,0.010719
4,3760,0.011191
5,4700,0.011905
6,5640,0.011309
7,6580,0.011281
8,7520,0.010886
9,8460,0.011213
10,9400,0.012405
11,10340,0.011260
12,11280,0.010666
13,12220,0.010463
14,13160,0.010548
15,14100,0.010818
16,15040,0.011550
17,15980,0.010559
18,16920,0.011025
19,17860,0.010696
20,18800,0.010717
21,19740,0.011466
22,20680,0.011126
23,21620,0.011157
24,22560,0.011681
25,23500,0.011226
26,24440,0.011145
27,25380,0.010810
28,26320,0.010934
29,27260,0.011424
30,28200,0.011119
31,29140,0.011345
32,30080,0.011257
33,31020,0.010907
34,31960,0.011652
35,32900,0.011813
36,33840,0.011130
37,34780,0.010887
38,35720,0.010876
39,36660,0.011041
40,37600,0.011673
41,38540,0.010839
42,39480,0.010467
43,40420,0.011358
44,41360,0.010589
45,42300,0.010587
46,43240,0.011701
47,44180,0.011699
48,45120,0.011446
49,46060,0.011400
50,47000,0.011361
